1着_人気,2着_人気,3着_人気,レース名,年,単勝_払戻,複勝_払戻1,複勝_払戻2,複勝_払戻3,馬連_払戻,ワイド1_払戻,ワイド2_払戻,ワイド3_払戻,馬単_払戻,3連複_払戻,3連単_払戻
3.0,8.0,11.0,akiten,1994,860,300,690,940,8860,,,,,,
1.0,5.0,3.0,eliza,2023,240,130,290,180,1580,630.0,380.0,1160.0,2210.0,2910.0,9780.0
10.0,7.0,9.0,eliza,2021,6490,1180,650,810,51870,9600.0,15440.0,7450.0,137500.0,282710.0,3393960.0
1.0,5.0,3.0,eliza,2020,330,150,280,200,2290,930.0,490.0,1460.0,3610.0,4260.0,21050.0
3.0,7.0,1.0,eliza,2019,540,190,330,140,3380,970.0,430.0,940.0,5440.0,4060.0,26480.0
3.0,9.0,1.0,eliza,2018,470,170,570,150,9800,2630.0,360.0,1590.0,12450.0,8660.0,56370.0
5.0,9.0,3.0,eliza,2017,770,260,630,240,8030,2160.0,870.0,2930.0,15890.0,20760.0,127540.0
3.0,12.0,2.0,eliza,2016,610,230,1200,150,13710,3670.0,520.0,4640.0,22570.0,20680.0,158930.0
6.0,1.0,4.0,eliza,2015,1520,320,130,210,1860,680.0,1340.0,440.0,4730.0,3770.0,23590.0
3.0,1.0,6.0,eliza,2014,680,190,140,320,970,390.0,1240.0,770.0,2140.0,3030.0,15570.0
2.0,6.0,5.0,eliza,2013,390,200,530,470,2780,1330.0,1430.0,3940.0,4480.0,14440.0,64840.0
7.0,1.0,5.0,eliza,2012,2300,380,120,360,1790,670.0,2780.0,530.0,6630.0,6110.0,50810.0
1.0,2.0,4.0,eliza,2011,270,140,150,280,700,280.0,800.0,810.0,1160.0,2520.0,9430.0
4.0,2.0,1.0,eliza,2010,850,220,120,120,1430,540.0,500.0,210.0,3590.0,1320.0,10170.0
11.0,12.0,1.0,eliza,2009,7710,1410,2150,110,102030,23310.0,2730.0,4910.0,250910.0,157480.0,1545760.0
4.0,1.0,2.0,eliza,2008,1320,250,110,170,1010,410.0,1030.0,210.0,3450.0,1660.0,12690.0
1.0,3.0,2.0,eliza,2007,190,110,210,210,850,340.0,350.0,790.0,1160.0,1610.0,6290.0
2.0,5.0,4.0,eliza,2005,280,150,380,360,1650,670.0,570.0,1480.0,2420.0,4180.0,17500.0
2.0,5.0,4.0,eliza,2004,330,160,460,250,3270,1210.0,610.0,1620.0,5540.0,8420.0,53750.0
2.0,1.0,10.0,eliza,2003,360,140,140,910,530,280.0,2990.0,2830.0,1070.0,9570.0,
1.0,2.0,4.0,eliza,2002,120,100,140,150,360,190.0,220.0,430.0,410.0,650.0,
4.0,2.0,5.0,eliza,2001,590,240,190,280,2050,830.0,1070.0,940.0,,,
3.0,1.0,10.0,eliza,2000,640,250,130,640,1110,540.0,3570.0,1590.0,,,
2.0,7.0,5.0,eliza,1999,390,170,570,430,5270,,,,,,
2.0,5.0,1.0,eliza,1998,460,130,260,100,3890,,,,,,
3.0,1.0,8.0,eliza,1997,880,200,110,420,600,,,,,,
1.0,3.0,11.0,eliza,1996,240,130,210,1150,960,,,,,,
10.0,5.0,2.0,eliza,1995,2650,820,300,240,10600,,,,,,
1.0,2.0,4.0,eliza,1994,180,110,160,190,650,,,,,,
5.0,3.0,7.0,milec,2023,1730,510,250,590,4440,1820.0,5140.0,1780.0,10490.0,30930.0,176490.0
6.0,8.0,2.0,milec,2022,920,330,520,220,11870,2980.0,1170.0,2240.0,19920.0,20530.0,142650.0
1.0,2.0,5.0,milec,2021,170,110,140,300,370,190.0,630.0,970.0,540.0,1960.0,5460.0
1.0,3.0,5.0,milec,2020,160,110,190,200,620,280.0,320.0,830.0,790.0,1610.0,4480.0
3.0,1.0,6.0,milec,2019,640,190,130,290,840,370.0,1090.0,570.0,2040.0,3200.0,16580.0
5.0,3.0,4.0,milec,2018,870,310,230,240,3220,1140.0,1130.0,670.0,6350.0,5480.0,29790.0
4.0,2.0,7.0,milec,2017,880,290,180,430,2480,1000.0,2100.0,1240.0,5520.0,9300.0,55890.0
3.0,2.0,7.0,milec,2016,590,230,180,440,1590,600.0,2100.0,1220.0,3390.0,8360.0,40290.0
4.0,2.0,1.0,milec,2015,570,210,150,130,1780,690.0,590.0,300.0,3400.0,2000.0,12000.0
8.0,3.0,9.0,milec,2014,1810,390,200,600,3890,1160.0,4320.0,1990.0,11460.0,25760.0,193290.0
2.0,3.0,1.0,milec,2013,470,180,210,140,1930,800.0,390.0,450.0,3250.0,2090.0,12450.0
4.0,1.0,5.0,milec,2012,1050,370,180,330,2520,1190.0,2750.0,890.0,5560.0,9230.0,58050.0
5.0,11.0,4.0,milec,2011,980,310,880,270,12800,3440.0,1190.0,4180.0,24580.0,38920.0,279410.0
13.0,1.0,6.0,milec,2010,5240,1070,160,380,14240,3740.0,10900.0,920.0,40970.0,53970.0,473970.0
1.0,14.0,2.0,milec,2009,230,120,690,290,6690,1960.0,550.0,5890.0,9640.0,20730.0,106680.0
4.0,1.0,10.0,milec,2008,1060,270,120,600,990,410.0,4020.0,1420.0,2730.0,11700.0,53980.0
1.0,4.0,5.0,milec,2007,380,170,240,290,1870,810.0,810.0,1370.0,3120.0,5000.0,24050.0
1.0,3.0,8.0,milec,2006,230,120,180,500,650,280.0,1000.0,2630.0,940.0,5440.0,15350.0
3.0,4.0,2.0,milec,2005,1180,310,360,230,3580,1150.0,940.0,1170.0,8040.0,7960.0,63020.0
1.0,4.0,5.0,milec,2004,270,130,200,290,1050,470.0,610.0,1340.0,1590.0,3330.0,13280.0
11.0,3.0,15.0,milec,2002,2380,710,380,2090,15530,4650.0,16560.0,11040.0,36370.0,379390.0,
4.0,2.0,10.0,milec,2001,780,310,240,780,2610,1110.0,3720.0,2600.0,,,
13.0,1.0,12.0,milec,2000,5570,1140,220,1120,18050,3880.0,19040.0,4180.0,,,
1.0,4.0,2.0,milec,1999,220,110,230,130,1110,,,,,,
1.0,6.0,9.0,milec,1998,130,110,380,440,1290,,,,,,
2.0,5.0,3.0,milec,1997,380,160,400,200,2760,,,,,,
1.0,8.0,15.0,milec,1996,490,220,490,2260,2980,,,,,,
4.0,16.0,2.0,milec,1995,850,290,2120,170,104390,,,,,,
1.0,2.0,3.0,milec,1994,170,100,120,170,260,,,,,,
1.0,2.0,5.0,japanc,2023,130,110,110,210,180,130.0,310.0,440.0,260.0,600.0,1130.0
3.0,1.0,4.0,japanc,2022,450,160,140,240,940,380.0,560.0,530.0,1920.0,2360.0,9850.0
1.0,3.0,2.0,japanc,2021,160,110,140,120,530,210.0,150.0,330.0,670.0,510.0,1780.0
1.0,2.0,3.0,japanc,2020,220,110,110,120,330,170.0,190.0,220.0,610.0,300.0,1340.0
3.0,5.0,2.0,japanc,2019,510,180,280,170,2900,880.0,490.0,700.0,4810.0,2900.0,19850.0
1.0,4.0,2.0,japanc,2018,140,110,160,150,590,230.0,240.0,470.0,700.0,960.0,2690.0
5.0,2.0,1.0,japanc,2017,1330,190,140,120,1770,460.0,350.0,230.0,5250.0,1300.0,13340.0
1.0,5.0,6.0,japanc,2016,380,150,290,330,2570,910.0,930.0,2070.0,3990.0,8050.0,36260.0
4.0,7.0,1.0,japanc,2015,920,220,380,130,10160,1960.0,410.0,890.0,18510.0,6350.0,53920.0
4.0,3.0,6.0,japanc,2014,890,320,320,410,4120,1780.0,2170.0,1980.0,7800.0,19750.0,91790.0
1.0,7.0,11.0,japanc,2013,210,120,510,1220,2500,950.0,2890.0,20770.0,3330.0,63800.0,224580.0
3.0,1.0,2.0,japanc,2012,660,170,120,140,700,320.0,470.0,230.0,1580.0,1010.0,5550.0
2.0,6.0,14.0,japanc,2011,340,140,430,1660,2300,980.0,3800.0,15860.0,4180.0,80880.0,324680.0
1.0,2.0,6.0,japanc,2009,360,140,160,260,1020,360.0,600.0,770.0,2020.0,2460.0,11690.0
9.0,1.0,2.0,japanc,2008,4100,710,130,140,7620,1770.0,2260.0,230.0,25160.0,6410.0,68950.0
5.0,4.0,1.0,japanc,2007,1090,240,180,110,3660,830.0,360.0,230.0,8100.0,1450.0,15980.0
1.0,5.0,3.0,japanc,2006,130,110,210,190,750,270.0,280.0,840.0,860.0,1400.0,3830.0
3.0,2.0,1.0,japanc,2005,1060,260,180,110,3310,1130.0,450.0,310.0,6330.0,1850.0,15450.0
1.0,2.0,7.0,japanc,2004,270,130,220,340,1040,460.0,730.0,1630.0,1810.0,3460.0,14770.0
9.0,11.0,1.0,japanc,2002,2050,550,910,160,25600,7220.0,1360.0,3040.0,45850.0,35730.0,
2.0,1.0,5.0,japanc,2001,420,160,130,340,710,340.0,1190.0,790.0,,,
1.0,5.0,2.0,japanc,2000,150,110,240,210,810,410.0,390.0,1100.0,,,
2.0,12.0,7.0,japanc,1999,340,160,1580,600,23190,,,,,,
3.0,2.0,1.0,japanc,1998,600,200,150,130,1980,,,,,,
3.0,2.0,1.0,japanc,1997,460,160,140,140,860,,,,,,
4.0,7.0,10.0,japanc,1996,760,360,560,150,5100,,,,,,
6.0,2.0,7.0,japanc,1995,1450,440,170,380,3310,,,,,,
6.0,2.0,8.0,japanc,1994,1060,320,210,340,3090,,,,,,
1.0,12.0,9.0,champc,2023,380,210,1820,890,29040,8660.0,4720.0,29790.0,32020.0,469320.0,1902720.0
3.0,4.0,6.0,champc,2022,790,260,360,400,4850,1330.0,1290.0,1920.0,10130.0,14020.0,81360.0
1.0,3.0,14.0,champc,2021,330,140,150,1150,610,280.0,4570.0,5540.0,1100.0,17650.0,52660.0
4.0,3.0,10.0,champc,2020,1330,320,390,1490,4010,770.0,3970.0,3740.0,11170.0,35310.0,206940.0
2.0,1.0,3.0,champc,2019,440,170,130,190,960,380.0,670.0,410.0,1820.0,1900.0,8980.0
1.0,8.0,3.0,champc,2018,190,110,440,200,3000,930.0,320.0,2140.0,3890.0,6090.0,27310.0
8.0,1.0,9.0,champc,2017,1300,500,230,560,4140,1830.0,4060.0,2380.0,9400.0,27350.0,158490.0
6.0,1.0,10.0,champc,2016,1590,250,130,650,1390,490.0,3420.0,1530.0,4800.0,11180.0,85980.0
12.0,3.0,5.0,champc,2015,6640,1180,200,370,11040,3290.0,6620.0,930.0,36260.0,27320.0,318430.0
2.0,8.0,3.0,champc,2014,590,190,440,270,5470,1470.0,720.0,2400.0,9020.0,11730.0,70890.0
3.0,6.0,1.0,champc,2013,840,250,260,110,4850,1360.0,380.0,340.0,9810.0,2160.0,24440.0
6.0,3.0,9.0,champc,2012,1990,500,260,820,4290,1260.0,3770.0,2790.0,11620.0,30010.0,165230.0
1.0,5.0,2.0,champc,2011,200,110,280,120,1750,530.0,140.0,530.0,2180.0,920.0,6180.0
1.0,8.0,11.0,champc,2010,350,160,660,530,4350,1500.0,1140.0,5270.0,6310.0,20840.0,94860.0
1.0,5.0,12.0,champc,2009,310,150,390,890,1940,870.0,2340.0,5720.0,3160.0,32660.0,131960.0
4.0,7.0,1.0,champc,2008,980,300,500,120,11710,3090.0,500.0,890.0,21570.0,7090.0,69460.0
1.0,6.0,7.0,champc,2007,230,130,250,420,1350,450.0,670.0,1850.0,1800.0,4400.0,16310.0
7.0,1.0,8.0,champc,2006,1520,440,120,340,1550,630.0,2620.0,590.0,3720.0,5590.0,30630.0
1.0,11.0,13.0,champc,2005,210,130,910,1450,5900,1960.0,3480.0,15600.0,6980.0,98000.0,371790.0
4.0,1.0,7.0,champc,2004,1200,180,110,360,640,270.0,1570.0,650.0,2630.0,2820.0,27140.0
5.0,13.0,1.0,champc,2002,2080,380,1290,130,60100,11280.0,940.0,4280.0,120240.0,52270.0,
1.0,3.0,4.0,champc,2001,170,110,130,200,540,260.0,430.0,610.0,,,
4.0,5.0,6.0,champc,2000,580,210,350,610,3240,1060.0,1860.0,2600.0,,,
3.0,5.0,2.0,hanshinjf,2023,590,210,270,180,2330,890.0,620.0,770.0,4350.0,3680.0,21530.0
1.0,12.0,10.0,hanshinjf,2022,260,140,910,560,7550,2540.0,1580.0,15800.0,9980.0,64960.0,178460.0
3.0,8.0,4.0,hanshinjf,2021,560,190,770,240,12470,2580.0,620.0,3440.0,16540.0,16850.0,114300.0
1.0,2.0,6.0,hanshinjf,2020,320,150,170,450,690,340.0,1200.0,1640.0,1290.0,5020.0,17260.0
4.0,6.0,3.0,hanshinjf,2019,1120,310,670,170,10000,2480.0,510.0,1210.0,20410.0,8560.0,86720.0
1.0,2.0,4.0,hanshinjf,2018,260,120,140,160,640,270.0,320.0,430.0,1190.0,1310.0,5020.0
2.0,3.0,4.0,hanshinjf,2017,410,140,180,240,920,390.0,560.0,800.0,1820.0,2160.0,8560.0
1.0,2.0,3.0,hanshinjf,2016,280,120,120,170,510,240.0,430.0,350.0,900.0,1210.0,4250.0
1.0,10.0,3.0,hanshinjf,2015,250,120,460,240,3500,1040.0,440.0,3140.0,4950.0,7640.0,39480.0
5.0,2.0,4.0,hanshinjf,2014,980,260,170,230,2200,780.0,990.0,570.0,5110.0,3530.0,22780.0
5.0,1.0,8.0,hanshinjf,2013,1460,340,120,460,1240,570.0,2660.0,860.0,4250.0,6220.0,42130.0
5.0,15.0,10.0,hanshinjf,2012,810,300,2430,1460,35990,9190.0,5710.0,32480.0,62100.0,490320.0,3047070.0
4.0,8.0,1.0,hanshinjf,2011,680,280,330,210,4870,1820.0,810.0,1410.0,8270.0,9370.0,62850.0
1.0,4.0,8.0,hanshinjf,2010,160,110,330,740,1260,450.0,1230.0,4230.0,1490.0,9200.0,24540.0
2.0,5.0,6.0,hanshinjf,2009,460,190,260,300,2050,780.0,870.0,1140.0,3710.0,5980.0,27670.0
1.0,3.0,4.0,hanshinjf,2008,220,120,220,310,1090,420.0,560.0,1430.0,1620.0,3270.0,11760.0
3.0,8.0,2.0,hanshinjf,2007,660,260,490,210,5440,1620.0,880.0,1920.0,9100.0,13320.0,65920.0
4.0,1.0,2.0,hanshinjf,2006,1110,210,110,210,900,420.0,960.0,360.0,2860.0,1780.0,14240.0
8.0,9.0,2.0,hanshinjf,2005,2260,570,720,210,19200,5470.0,1730.0,1900.0,44990.0,32830.0,310290.0
8.0,3.0,1.0,hanshinjf,2004,2230,350,300,120,8520,2260.0,670.0,580.0,20210.0,5450.0,69050.0
1.0,11.0,6.0,hanshinjf,2002,150,120,710,380,4880,1790.0,790.0,6270.0,5570.0,19720.0,
7.0,9.0,2.0,hanshinjf,2001,1800,520,940,220,25350,5120.0,1680.0,2730.0,,,
1.0,6.0,7.0,hanshinjf,2000,430,180,430,390,3140,1390.0,1430.0,2190.0,,,
1.0,3.0,2.0,hanshinjf,1999,420,170,170,150,1330,590.0,580.0,540.0,,,
3.0,11.0,1.0,hanshinjf,1998,520,190,820,150,15430,,,,,,
7.0,6.0,8.0,hanshinjf,1997,1390,380,390,530,6000,,,,,,
2.0,3.0,5.0,hanshinjf,1996,580,180,190,280,1550,,,,,,
4.0,3.0,1.0,hanshinjf,1995,870,250,160,120,2790,,,,,,
1.0,4.0,2.0,hanshinjf,1994,120,110,190,130,680,,,,,,
1.0,4.0,5.0,asahifs,2023,270,130,280,320,1280,520.0,590.0,1720.0,1990.0,3540.0,12910.0
1.0,2.0,3.0,asahifs,2022,310,130,140,210,550,260.0,520.0,490.0,1070.0,1280.0,4570.0
3.0,1.0,4.0,asahifs,2021,780,200,120,230,1060,420.0,1070.0,410.0,3000.0,2350.0,14840.0
7.0,2.0,1.0,asahifs,2020,1750,320,170,130,5000,1280.0,670.0,380.0,14610.0,4150.0,51360.0
1.0,2.0,14.0,asahifs,2019,200,120,190,2360,660,310.0,6240.0,13830.0,950.0,38080.0,90260.0
2.0,9.0,1.0,asahifs,2018,460,130,490,110,9710,1560.0,180.0,1080.0,14240.0,3340.0,45180.0
1.0,3.0,2.0,asahifs,2017,230,110,140,130,550,230.0,210.0,330.0,840.0,700.0,2630.0
6.0,7.0,12.0,asahifs,2016,1420,390,410,910,5980,1690.0,4240.0,4090.0,11430.0,42820.0,221200.0
2.0,1.0,11.0,asahifs,2015,590,180,110,780,520,260.0,5170.0,1610.0,1340.0,8160.0,38560.0
1.0,14.0,3.0,asahifs,2014,460,190,1060,180,14050,4030.0,440.0,4520.0,20260.0,20560.0,133570.0
4.0,6.0,5.0,asahifs,2013,870,390,470,400,7710,2400.0,1890.0,2060.0,13000.0,27430.0,162960.0
7.0,1.0,3.0,asahifs,2012,3450,450,110,280,1560,660.0,2270.0,360.0,7770.0,4530.0,54880.0
1.0,4.0,8.0,asahifs,2011,310,160,270,390,1520,630.0,1160.0,2680.0,2180.0,8540.0,30630.0
5.0,4.0,2.0,asahifs,2010,1460,430,350,250,4990,1740.0,1360.0,860.0,11750.0,8830.0,67910.0
1.0,2.0,5.0,asahifs,2009,230,120,160,290,590,260.0,580.0,810.0,980.0,1820.0,6720.0
2.0,5.0,1.0,asahifs,2008,540,210,190,160,1960,750.0,500.0,470.0,3680.0,2580.0,17230.0
3.0,10.0,4.0,asahifs,2007,620,260,730,330,8290,2590.0,1220.0,3250.0,13340.0,23810.0,139620.0
2.0,7.0,1.0,asahifs,2006,670,170,270,120,3750,1010.0,310.0,460.0,6730.0,2020.0,18250.0
2.0,5.0,1.0,asahifs,2005,320,120,320,110,2500,700.0,170.0,680.0,2820.0,1680.0,11090.0
2.0,3.0,1.0,asahifs,2004,530,160,180,130,1530,570.0,430.0,370.0,3120.0,1560.0,8700.0
8.0,1.0,5.0,asahifs,2002,2130,570,150,230,4810,1890.0,2250.0,570.0,14610.0,9620.0,
1.0,2.0,9.0,asahifs,2001,210,130,190,660,760,380.0,1870.0,2320.0,,,
10.0,1.0,4.0,asahifs,2000,4050,810,150,220,8860,2180.0,3400.0,570.0,,,
4.0,1.0,3.0,asahifs,1999,850,270,140,160,1620,690.0,900.0,440.0,,,
1.0,2.0,4.0,asahifs,1998,330,120,140,220,620,,,,,,
1.0,6.0,2.0,asahifs,1997,130,100,240,150,870,,,,,,
2.0,8.0,7.0,asahifs,1996,440,190,520,430,6330,,,,,,
1.0,2.0,4.0,asahifs,1995,260,120,130,180,590,,,,,,
1.0,2.0,4.0,asahifs,1994,150,100,110,150,280,,,,,,
1.0,2.0,13.0,arima,2023,310,140,140,1350,530,280.0,5130.0,5390.0,1150.0,18800.0,56240.0
14.0,7.0,6.0,arima,2022,9060,1410,390,480,64580,13070.0,10940.0,3350.0,175230.0,232970.0,2466010.0
2.0,4.0,8.0,arima,2021,310,140,240,490,1270,510.0,1100.0,2270.0,2160.0,7680.0,27610.0
1.0,3.0,4.0,arima,2020,210,110,180,280,680,310.0,590.0,860.0,910.0,1900.0,5560.0
1.0,3.0,2.0,arima,2019,200,110,140,110,810,300.0,170.0,270.0,1170.0,580.0,2760.0
1.0,2.0,3.0,arima,2018,180,110,150,140,640,260.0,250.0,560.0,840.0,1130.0,3650.0
1.0,4.0,8.0,arima,2017,420,160,230,490,1440,570.0,1400.0,2840.0,2960.0,10920.0,52380.0
1.0,8.0,2.0,arima,2016,150,110,400,150,2380,750.0,230.0,2120.0,2670.0,3600.0,15250.0
3.0,1.0,2.0,arima,2015,740,180,110,120,1220,400.0,450.0,170.0,2850.0,840.0,7790.0
2.0,8.0,9.0,arima,2014,450,220,660,680,9330,3060.0,2720.0,7090.0,15000.0,76660.0,345220.0
7.0,8.0,1.0,arima,2013,1370,340,470,160,10460,2410.0,700.0,1480.0,25580.0,10830.0,97270.0
4.0,3.0,2.0,arima,2011,1000,270,190,170,3100,750.0,840.0,360.0,6590.0,3010.0,30970.0
4.0,2.0,5.0,arima,2010,690,220,160,320,1400,610.0,990.0,820.0,3290.0,5310.0,27670.0
1.0,2.0,7.0,arima,2009,160,110,150,450,450,220.0,630.0,2040.0,610.0,2190.0,7040.0
2.0,1.0,7.0,arima,2008,580,130,110,390,230,150.0,1030.0,440.0,920.0,1870.0,11050.0
4.0,1.0,6.0,arima,2007,730,240,160,400,1630,570.0,1520.0,1070.0,3490.0,2890.0,42180.0
1.0,3.0,2.0,arima,2006,180,100,150,120,560,200.0,150.0,350.0,880.0,660.0,2370.0
2.0,1.0,9.0,arima,2005,370,130,120,490,400,190.0,1450.0,820.0,930.0,1230.0,13110.0
2.0,1.0,3.0,arima,2004,450,110,100,150,320,140.0,300.0,200.0,940.0,380.0,2720.0
4.0,2.0,3.0,arima,2003,900,200,150,200,1360,530.0,820.0,460.0,4080.0,3220.0,
2.0,7.0,3.0,arima,2002,520,170,480,270,5130,1270.0,510.0,2080.0,10010.0,9170.0,
6.0,4.0,1.0,arima,2001,5030,630,180,110,13150,2420.0,1090.0,260.0,,,
2.0,3.0,1.0,arima,2000,450,110,130,100,1510,210.0,140.0,150.0,,,
2.0,5.0,1.0,arima,1999,420,170,250,140,2360,850.0,370.0,530.0,,,
1.0,2.0,3.0,arima,1998,210,100,110,180,270,,,,,,
2.0,1.0,3.0,arima,1997,350,110,100,130,260,,,,,,
2.0,3.0,1.0,arima,1996,390,150,160,140,1000,,,,,,
4.0,1.0,2.0,arima,1995,940,250,130,150,1230,,,,,,
2.0,1.0,5.0,arima,1994,270,110,100,280,190,,,,,,
2.0,7.0,6.0,hopeful,2023,520,230,240,330,2730,930.0,1210.0,1720.0,4380.0,8050.0,42110.0
1.0,6.0,3.0,hopeful,2022,230,120,270,200,1320,500.0,340.0,1030.0,1770.0,2520.0,9740.0
1.0,5.0,2.0,hopeful,2021,210,110,280,130,1740,540.0,170.0,730.0,2070.0,1440.0,7180.0
1.0,11.0,2.0,hopeful,2020,250,130,770,160,10330,2320.0,270.0,2550.0,11360.0,7370.0,50150.0
2.0,3.0,4.0,hopeful,2019,670,210,270,390,2990,850.0,1450.0,2000.0,6130.0,10750.0,57860.0
3.0,1.0,9.0,hopeful,2018,890,270,130,370,940,460.0,2560.0,690.0,2400.0,4910.0,25340.0
1.0,8.0,3.0,hopeful,2017,190,120,550,180,3170,1180.0,280.0,2760.0,3810.0,5420.0,25040.0
1.0,2.0,3.0,hopeful,2016,260,120,120,200,440,200.0,450.0,420.0,770.0,1050.0,3940.0
8.0,5.0,4.0,hopeful,2015,1700,410,290,340,6840,1760.0,2300.0,1720.0,13780.0,20360.0,125870.0
4.0,9.0,1.0,hopeful,2014,870,280,500,160,12350,3390.0,850.0,1190.0,21190.0,15250.0,109590.0
1.0,4.0,2.0,hopeful,2013,160,110,250,170,860,350.0,250.0,950.0,1020.0,1420.0,5240.0
1.0,10.0,2.0,hopeful,2012,270,130,530,140,3730,1250.0,240.0,1360.0,5200.0,4020.0,24250.0
1.0,7.0,9.0,hopeful,2011,220,140,490,740,3170,1020.0,1660.0,5630.0,3650.0,24290.0,78260.0
2.0,1.0,14.0,hopeful,2010,840,200,110,1260,550,270.0,5680.0,2430.0,1640.0,11610.0,60770.0
2.0,1.0,11.0,hopeful,2009,400,150,140,380,740,320.0,830.0,1400.0,1510.0,5460.0,18890.0
1.0,14.0,10.0,hopeful,2008,260,130,2280,600,29490,7160.0,1360.0,28200.0,33490.0,192500.0,985580.0
9.0,5.0,6.0,hopeful,2007,5230,1030,370,530,22190,5240.0,5500.0,1520.0,69020.0,73320.0,800880.0
1.0,6.0,3.0,hopeful,2006,120,100,360,230,1070,570.0,330.0,1840.0,1210.0,2890.0,9680.0
4.0,1.0,6.0,hopeful,2005,1710,260,120,330,750,410.0,1610.0,490.0,3320.0,2970.0,30500.0
1.0,3.0,9.0,hopeful,2004,200,120,270,360,1240,570.0,690.0,1750.0,1860.0,5860.0,24760.0
3.0,13.0,6.0,hopeful,2001,710,290,2560,530,48650,9640.0,1720.0,15050.0,,,
1.0,2.0,13.0,hopeful,2000,170,120,170,770,380,230.0,1730.0,2900.0,,,
1.0,2.0,5.0,hopeful,1999,280,140,140,260,470,240.0,620.0,750.0,,,
4.0,3.0,11.0,hopeful,1998,1450,620,200,660,4430,,,,,,
4.0,1.0,2.0,hopeful,1997,810,220,140,150,1240,,,,,,
1.0,3.0,14.0,hopeful,1996,220,130,220,1930,900,,,,,,
6.0,5.0,4.0,hopeful,1995,1300,400,300,340,4770,,,,,,
1.0,6.0,4.0,hopeful,1994,120,110,290,430,820,,,,,,
